Title,Premiere,Genre,Runtime,Language
Death to 2020,2020,Comedy,minutes:70,English
What Did Jack Do?,2020,Drama,minutes:17,English
Sitara: Let Girls Dream,2020,Animation,minutes:15,English
Sol Levante,2020,Anime,minutes:4,English
The Claudia Kishi Club,2020,Documentary,minutes:17,English
John Was Trying to Contact Aliens,2020,Documentary,minutes:16,English
A Love Song for Latasha,2020,Documentary,minutes:19,English
I'm No Longer Here: A Discussion with Guillermo del Toro and Alfonso Cuarón,2020,Aftershow  Interview,minutes:14,English
If Anything Happens I Love You,2020,Animation,minutes:12,English
Canvas,2020,Animation,minutes:9,English
Cops and Robbers,2020,Animation,minutes:7,English
What Happened to Mr. Cha?,2021,Comedy,minutes:102,Korean
Pieces of a Woman,2021,Drama,minutes:126,English
Stuck Apart,2021,Drama,minutes:96,Turkish
The Heartbreak Club,2021,Comedy drama,minutes:101,Indonesian
Double Dad,2021,Comedy drama,minutes:105,Portuguese
Outside the Wire,2021,Action  science fiction,minutes:115,English
Tribhanga – Tedhi Medhi Crazy,2021,Drama,minutes:95,Hindi
The White Tiger,2021,Drama,minutes:125,English
June & Kopi,2021,Drama,minutes:90,Indonesian
Finding ʻOhana,2021,Family,minutes:123,English
The Dig,2021,Drama,minutes:112,English
Below Zero,2021,Drama,minutes:106,Spanish
The Last Paradiso,2021,Romantic drama,minutes:107,Italian
Malcolm & Marie,2021,Romantic drama,minutes:106,English
Space Sweepers,2021,Science fiction,minutes:136,Korean
The Misadventures of Hedi and Cokeman,2021,Comedy,minutes:99,French
Red Dot,2021,Thriller,minutes:86,Swedish
Squared Love,2021,Romantic comedy,minutes:102,Polish
To All the Boys: Always and Forever,2021,Romantic comedy,minutes:115,English
Geez & Ann,2021,Romantic drama,minutes:105,Indonesian
Crazy About Her,2021,Romantic comedy,minutes:102,Spanish
The Girl on the Train,2021,Thriller,minutes:120,Hindi
Moxie,2021,Drama,minutes:111,English
Sentinelle,2021,Action,minutes:80,French
Yes Day,2021,Comedy,minutes:89,English
Paper Lives,2021,Drama,minutes:97,Turkish
Get the Goat,2021,Comedy,minutes:98,Portuguese
Caught by a Wave,2021,Romantic teen drama,minutes:99,Italian
A Week Away,2021,Christian musical,minutes:97,English
Bad Trip,2021,Hidden camera prank comedy,minutes:86,English
Pagglait,2021,Comedy drama,minutes:114,Hindi
Tersanjung the Movie,2021,Drama,minutes:114,Indonesian
Concrete Cowboy,2021,Drama,minutes:111,English
Just Say Yes,2021,Romantic comedy,minutes:97,Dutch
Madame Claude,2021,Drama,minutes:112,French
Have You Ever Seen Fireflies?,2021,Comedy,minutes:114,Turkish
Night in Paradise,2021,Drama,minutes:132,Korean
Thunder Force,2021,Superhero comedy,minutes:107,English
Prime Time,2021,Thriller,minutes:92,Polish
Ride or Die,2021,Psychological thriller drama,minutes:142,Japanese
Ajeeb Daastaans,2021,Drama,minutes:142,Hindi
Get the Grift,2021,Comedy,minutes:95,Portuguese
Things Heard & Seen,2021,Horror,minutes:121,English
The Disciple,2021,Drama,minutes:128,Marathi
Milestone,2021,Drama,minutes:97,Hindi
Monster,2021,Drama,minutes:99,English
Oxygen,2021,Science fiction thriller,minutes:101,French
Ferry,2021,Crime drama,minutes:107,Dutch
I Am All Girls,2021,Thriller,minutes:107,English
The Woman in the Window,2021,Psychological thriller,minutes:101,English
Sardar Ka Grandson,2021,Comedy,minutes:139,Hindi
Army of the Dead,2021,Zombieheist,minutes:148,English
Baggio: The Divine Ponytail,2021,Biopic,minutes:92,Italian
Ghost Lab,2021,Horror,minutes:117,Thai
Blue Miracle,2021,Drama,minutes:96,English
Carnaval,2021,Comedy,minutes:95,Portuguese
Dancing Queens,2021,Drama,minutes:111,Swedish
Sweet & Sour,2021,Romantic drama,minutes:102,Korean
Trippin' with the Kandasamys,2021,Comedy,minutes:93,English
Xtreme,2021,Action,minutes:112,Spanish
Awake,2021,Science fiction thriller,minutes:97,English
Tragic Jungle,2021,Drama,minutes:96,Spanish
Skater Girl,2021,Coming of age sports drama,minutes:109,Hindi
Ali & Ratu Ratu Queens,2021,Comedy drama,minutes:100,Indonesian
Jagame Thandhiram,2021,Action thriller,minutes:158,Tamil
Good on Paper,2021,Comedy,minutes:94,English
America: The Motion Picture,2021,Animation  comedy  historical fiction,minutes:98,English
Fear Street Part 1: 1994,2021,Teen horror  slasher,minutes:107,English
The 8th Night,2021,Thriller film,minutes:115,Korean
Haseen Dillruba,2021,Romantic thriller,minutes:135,Hindi
Fear Street Part 2: 1978,2021,Teen horror  slasher,minutes:110,English
Last Summer,2021,Romantic drama,minutes:101,Turkish
A Classic Horror Story,2021,Horror,minutes:95,Italian
A Perfect Fit,2021,Romantic comedy  drama,minutes:112,Indonesian
My Amanda,2021,Romance,minutes:89,Filipino
Deep,2021,Science fiction,minutes:101,Thai
Fear Street Part 3: 1666,2021,Supernatural horror,minutes:114,English
Blood Red Sky,2021,Thriller,minutes:123,German
Bankrolled,2021,Comedy,minutes:97,Spanish
Bartkowiak,2021,Action,minutes:91,Polish
Resort to Love,2021,Romantic comedy,minutes:101,English
The Last Mercenary,2021,Action comedy,minutes:112,French
The Kissing Booth 3,2021,Comedy drama,minutes:113,English
Beckett,2021,Action thriller,minutes:110,English
Black Island,2021,Thriller,minutes:104,German
The Secret Diary of an Exchange Student,2021,Romantic comedy,minutes:96,Portuguese
Sweet Girl,2021,Action,minutes:110,English
The Loud House Movie,2021,Animationcomedy,minutes:87,English
The Witcher: Nightmare of the Wolf,2021,Animated dark fantasy,minutes:83,English
He's All That,2021,Teen romantic comedy,minutes:91,English
Afterlife of the Party,2021,Comedy,minutes:109,English
JJ+E,2021,Romance,minutes:91,Swedish
Kate,2021,Action thriller,minutes:106,English
Prey,2021,Thriller,minutes:87,German
Nightbooks,2021,Fantasyhorror,minutes:100,English
Ankahi Kahaniya,2021,Anthology film,minutes:110,Hindi
Confessions of an Invisible Girl,2021,Drama,minutes:91,Portuguese
Intrusion,2021,Thriller,minutes:93,English
The Starling,2021,Comedy drama,minutes:104,English
Friendzone,2021,Romantic comedy,minutes:88,French
No One Gets Out Alive,2021,Horror,minutes:85,English
Sounds Like Love,2021,Romantic comedy,minutes:110,Spanish
Diana: The Musical,2021,Musical,minutes:117,English
Forever Rich,2021,Thriller,minutes:90,Dutch
Swallow,2021,Drama,minutes:128,English
The Guilty,2021,Thriller,minutes:91,English
There's Someone Inside Your House,2021,Slasher,minutes:96,English
Grudge,2021,Thriller,minutes:106,Turkish
"My Brother, My Sister",2021,Drama,minutes:110,Italian
Bright: Samurai Soul,2021,Animefantasy,minutes:80,Japanese
Fever Dream,2021,Drama,minutes:93,Spanish
Operation Hyacinth,2021,Drama,minutes:112,Polish
A World Without,2021,Science fiction  teen drama,minutes:107,Indonesian
The Four of Us,2021,Comedy,minutes:88,German
Night Teeth,2021,Thriller,minutes:108,English
Stuck Together,2021,Comedy,minutes:126,French
Little Big Mouth,2021,Romantic comedy,minutes:94,English
Hypnotic,2021,Thriller,minutes:89,English
Nobody Sleeps in the Woods Tonight Part 2,2021,Horror,minutes:97,Polish
Army of Thieves,2021,Romantic comedy  heist,minutes:129,English
The Harder They Fall,2021,Western,minutes:139,English
Love Hard,2021,Romantic comedy,minutes:106,English
Meenakshi Sundareshwar,2021,Romantic comedy,minutes:141,Hindi
We Couldn't Become Adults,2021,Drama,minutes:124,Japanese
Yara,2021,Drama,minutes:96,Italian
Father Christmas Is Back,2021,Comedy,minutes:105,English
Happiness Ever After,2021,Romantic drama,minutes:99,English
Passing,2021,Drama,minutes:99,English
7 Prisoners,2021,Drama,minutes:94,Portuguese
Red Notice,2021,Action comedy,minutes:117,English
Just Short of Perfect,2021,Romantic comedy,minutes:94,Portuguese
The Princess Switch 3: Romancing the Star,2021,Romantic comedy,minutes:106,English
Dhamaka,2021,Action thriller,minutes:104,Hindi
Love Me Instead,2021,Drama,minutes:124,Turkish
"Tick, Tick... Boom!",2021,Musical,minutes:115,English
Bruised,2021,Drama,minutes:132,English
A Castle for Christmas,2021,Romantic comedy,minutes:99,English
The Power of the Dog,2021,Drama,minutes:128,English
Single All the Way,2021,Holiday romantic comedy,minutes:101,English
The Whole Truth,2021,Horror,minutes:125,Thai
Mixtape,2021,Coming of age comedy drama,minutes:97,English
David and the Elves,2021,Fantasy,minutes:106,Polish
The Claus Family 2,2021,Fantasy,minutes:97,Dutch
Asakusa Kid,2021,Drama,minutes:123,Japanese
Anonymously Yours,2021,Romantic comedy,minutes:101,Spanish
Back to the Outback,2021,Animation,minutes:95,English
The Unforgivable,2021,Drama,minutes:114,English
The Hand of God,2021,Drama,minutes:130,Italian
A California Christmas: City Lights,2021,Romantic comedy,minutes:90,English
A Naija Christmas,2021,Romantic comedy,minutes:121,English
Grumpy Christmas,2021,Comedy,minutes:87,Spanish
1000 Miles from Christmas,2021,Christmas film,minutes:102,Spanish
Don't Look Up,2021,Science fiction comedy,minutes:138,English
Minnal Murali,2021,Superhero,minutes:159,Malayalam
Lulli,2021,Comedy,minutes:90,Portuguese
The Minimalists: Less Is Now,2021,Documentary,minutes:53,English
Tony Parker: The Final Shot,2021,Documentary,minutes:98,French
"Crack: Cocaine, Corruption & Conspiracy",2021,Documentary,minutes:89,English
What Would Sophia Loren Do?,2021,Documentary,minutes:32,English
"Strip Down, Rise Up",2021,Documentary,minutes:112,English
Pelé,2021,Documentary,minutes:108,Portuguese
Biggie: I Got a Story to Tell,2021,Documentary,minutes:97,English
Operation Varsity Blues: The College Admissions Scandal,2021,Documentary,minutes:99,English
Seaspiracy,2021,Documentary,minutes:89,English
Dolly Parton: A MusiCares Tribute,2021,Documentary,minutes:55,English
Why Did You Kill Me?,2021,Documentary,minutes:83,English
Chadwick Boseman: Portrait of an Artist,2021,Documentary,minutes:21,English
Searching for Sheela,2021,Documentary,minutes:58,English
Nail Bomber: Manhunt,2021,Documentary,minutes:72,English
Breaking Boundaries: The Science of Our Planet,2021,Documentary,minutes:73,English
Kitty Love: An Homage to Cats,2021,Documentary,minutes:60,Dutch
Murder by the Coast,2021,Documentary,minutes:88,Spanish
Sisters on Track,2021,Documentary,minutes:96,English
Audible,2021,Documentary,minutes:38,English
Private Network: Who Killed Manuel Buendia?,2021,Documentary,minutes:100,Spanish
Pray Away,2021,Documentary,minutes:101,English
Shiny_Flakes: The Teenage Drug Lord,2021,Documentary,minutes:96,German
Untold: Malice at the Palace,2021,Documentary,minutes:69,English
Untold: Deal with the Devil,2021,Documentary,minutes:77,English
Memories of a Murderer: The Nilsen Tapes,2021,Documentary,minutes:85,English
Untold: Caitlyn Jenner,2021,Documentary,minutes:69,English
"Bob Ross: Happy Accidents, Betrayal & Greed",2021,Documentary,minutes:93,English
Untold: Crimes & Penalties,2021,Documentary,minutes:86,English
Untold: Breaking Point,2021,Documentary,minutes:79,English
Blood Brothers: Malcolm X & Muhammad Ali,2021,Documentary,minutes:96,English
The Women and the Murderer,2021,Documentary,minutes:92,French
Schumacher,2021,Documentary,minutes:112,English
My Heroes Were Cowboys,2021,Documentary,minutes:23,English
Britney vs Spears,2021,Documentary,minutes:93,English
Convergence: Courage in a Crisis,2021,Documentary,minutes:113,English
Making Malinche: A Documentary by Nacho Cano,2021,Documentary,minutes:89,Spanish
Found,2021,Documentary,minutes:98,English
Flip a Coin – One OK Rock Documentary,2021,Documentary,minutes:105,Japanese
Lords of Scam,2021,Documentary,minutes:105,French
A Cop Movie,2021,Documentary,minutes:107,Spanish
Procession,2021,Documentary,minutes:118,English
Angèle,2021,Documentary,minutes:84,French
14 Peaks: Nothing Is Impossible,2021,Documentary,minutes:101,English
Lead Me Home,2021,Documentary,minutes:40,English
137 Shots,2021,Documentary,minutes:105,English
Puff: Wonders of the Reef,2021,Documentary,minutes:62,English
To All the Boys: Always and Forever – The Afterparty,2021,Aftershow,minutes:36,English
Creating an Army of the Dead,2021,Making of,minutes:28,English
Emicida: AmarElo – Live in São Paulo,2021,Concert,minutes:99,Portuguese
Monster Hunter: Legends of the Guild,2021,Animated fantasy,minutes:58,English
Attack of The Hollywood Clichés!,2021,Comedy,minutes:58,English
Escape the Undertaker,2021,Interactive horror,minutes:31,English
Sex: Unzipped,2021,Comedy,minutes:59,English
Robin Robin,2021,Stop motion  musical,minutes:32,English
Death to 2021,2021,Comedy,minutes:60,English
Four to Dinner,2022,Romantic comedy,minutes:90,Italian
The Wasteland,2022,Horror,minutes:92,Spanish
How I Fell in Love with a Gangster,2022,Drama,minutes:179,Polish
Brazen,2022,Romantic thriller,minutes:96,English
Photocopier,2022,Coming of age drama,minutes:130,Indonesian
This Is Not a Comedy,2022,Comedy drama,minutes:105,Spanish
The Royal Treatment,2022,Romance,minutes:97,English
Amandla,2022,Drama,minutes:106,English
Munich – The Edge of War,2022,Historical drama  thriller,minutes:131,English
My Father's Violin,2022,Drama,minutes:112,Turkish
Home Team,2022,Sports comedy,minutes:97,English
Looop Lapeta,2022,Romantic thriller,minutes:131,Hindi
Through My Window,2022,Drama,minutes:113,Spanish
The Privilege,2022,Horror,minutes:107,German
Into the Wind,2022,Romantic drama,minutes:108,Polish
Bigbug,2022,Science fiction comedy,minutes:111,French
Love and Leashes,2022,Romantic comedy,minutes:118,Korean
Love Tactics,2022,Romantic comedy,minutes:98,Turkish
Tall Girl 2,2022,Teen romantic comedy,minutes:101,English
Fistful of Vengeance,2022,Supernatural martial arts drama,minutes:96,English
Texas Chainsaw Massacre,2022,Slasher,minutes:83,English
Rabbids Invasion: Mission to Mars,2022,Animation  Comedy,minutes:70,English
UFO,2022,Drama,minutes:110,Turkish
A Madea Homecoming,2022,Comedy,minutes:107,English
Restless,2022,Action thriller,minutes:96,French
Against the Ice,2022,Survival,minutes:103,English
The Weekend Away,2022,Thriller,minutes:91,English
The Invisible Thread,2022,Comedy drama,minutes:90,Italian
The Adam Project,2022,Science fiction,minutes:106,English
Rescued by Ruby,2022,Drama,minutes:93,English
Black Crab,2022,Thriller,minutes:114,Swedish
Without Saying Goodbye,2022,Romantic comedy,minutes:96,Spanish
Windfall,2022,Thriller,minutes:92,English
In Good Hands,2022,Romantic comedy,minutes:104,Turkish
Love Like the Falling Petals,2022,Drama,minutes:129,Japanese
All Hail,2022,Drama,minutes:118,Spanish
Apollo 10 1⁄2: A Space Age Childhood,2022,Animation,minutes:98,English
Battle: Freestyle,2022,Romantic drama,minutes:88,Norwegian
The Bubble,2022,Comedy,minutes:126,English
Cobalt Blue,2022,Romantic drama,minutes:112,Hindi
Dancing on Glass,2022,Drama,minutes:139,Spanish
Metal Lords,2022,Musical comedy drama,minutes:98,English
Yaksha: Ruthless Operations,2022,Spy,minutes:125,Korean
The Taming of the Shrewd,2022,Comedy,minutes:112,Polish
Choose or Die,2022,Horror,minutes:85,English
Man of God,2022,Drama,minutes:111,English
The Turning Point,2022,Drama,minutes:90,Italian
365 Days: This Day,2022,Erotic thriller,minutes:111,English
Silverton Siege,2022,Action thriller,minutes:101,English
Bubble,2022,Anime,minutes:101,Japanese
Honeymoon with My Mother,2022,Comedy,minutes:110,Spanish
Rumspringa – An Amish in Berlin,2022,Comedy,minutes:102,German
Along for the Ride,2022,Drama,minutes:107,English
The Takedown,2022,Action comedy,minutes:121,French
Thar,2022,Western thriller,minutes:108,Hindi
Senior Year,2022,Comedy,minutes:113,English
Toscana,2022,Drama,minutes:90,Danish
A Perfect Pairing,2022,Romantic comedy,minutes:102,English
F*ck Love Too,2022,Romantic comedy,minutes:92,Dutch
Godspeed,2022,Drama,minutes:119,Turkish
Interceptor,2022,Action drama,minutes:98,English
Hustle,2022,Sports,minutes:118,English
Trees of Peace,2022,Drama,minutes:98,English
Centauro,2022,Action thriller,minutes:90,Spanish
Heart Parade,2022,Romantic comedy,minutes:108,Polish
The Wrath of God,2022,Thriller,minutes:98,Spanish
Spiderhead,2022,Science fiction action thriller,minutes:107,English
Doom of Love,2022,Drama,minutes:100,Turkish
Love & Gelato,2022,Romance,minutes:112,English
Blasted,2022,Science fiction  comedy,minutes:115,Norwegian
Beauty,2022,Drama,minutes:95,English
"Hello, Goodbye, and Everything in Between",2022,Romantic comedy,minutes:84,English
Dangerous Liaisons,2022,Romantic drama,minutes:109,French
Jewel,2022,Drama,minutes:80,English
The Sea Beast,2022,Animated adventure,minutes:119,English
For Jojo,2022,Drama,minutes:90,German
Under the Amalfi Sun,2022,Comedy drama,minutes:90,Italian
Jaadugar,2022,Comedy,minutes:167,Hindi
Persuasion,2022,Drama,minutes:109,English
The Gray Man,2022,Spy thriller,minutes:129,English
Recurrence,2022,Thriller,minutes:116,Spanish
A Cut Above,2022,Comedy,minutes:91,Portuguese
The Entitled,2022,Romantic comedy,minutes:90,Filipino
Purple Hearts,2022,Romance,minutes:122,English
Buba,2022,Comedy,minutes:94,German
Don't Blame Karma!,2022,Romantic comedy,minutes:85,Spanish
Wedding Season,2022,Comedy,minutes:97,English
Carter,2022,Action,minutes:134,Korean
Darlings,2022,Comedy drama,minutes:134,Hindi
Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,Animated action adventure,minutes:82,English
Heartsong,2022,Romantic comedy,minutes:95,Turkish
13: The Musical,2022,Musical,minutes:94,English
Day Shift,2022,Fantasy comedy,minutes:113,English
Look Both Ways,2022,Romantic comedy,minutes:111,English
Royalteen,2022,Coming of age,minutes:108,Norwegian
The Next 365 Days,2022,Erotic thriller,minutes:113,English
That's Amor,2022,Romantic comedy,minutes:96,English
Loving Adults,2022,Thriller,minutes:105,Danish
Me Time,2022,Comedy,minutes:104,English
Seoul Vibe,2022,Action,minutes:140,Korean
I Came By,2022,Thriller,minutes:110,English
Fenced in,2022,Comedy,minutes:110,Portuguese
Love in the Villa,2022,Romantic comedy,minutes:115,English
The Festival of Troubadours,2022,Drama,minutes:102,Turkish
End of the Road,2022,Crime thriller,minutes:91,English
No Limit,2022,Thriller,minutes:118,French
Broad Peak,2022,Thriller,minutes:102,Polish
Do Revenge,2022,Black comedy,minutes:118,English
Drifting Home,2022,Anime,minutes:120,Japanese
I Used to Be Famous,2022,Musical drama,minutes:104,English
Jogi,2022,Drama,minutes:116,Hindi
The Perfumier,2022,Crime drama,minutes:96,German
A Jazzman's Blues,2022,Drama,minutes:128,English
Lou,2022,Thriller,minutes:107,English
Athena,2022,Drama,minutes:97,French
Blonde,2022,Biographical drama,minutes:167,English
Aníkúlápó,2022,Fantasy drama,minutes:142,Yoruba
Plan A Plan B,2022,Romantic comedy,minutes:106,Hindi
Rainbow,2022,Fantasy drama,minutes:118,Spanish
Jumping from High Places,2022,Drama,minutes:88,Italian
Mr. Harrigan's Phone,2022,Horror,minutes:106,English
Togo,2022,Thriller,minutes:95,Spanish
Doll House,2022,Drama,minutes:106,Filipino
Luckiest Girl Alive,2022,Mystery,minutes:115,English
Old People,2022,Horror,minutes:101,German
Someone Borrowed,2022,Romantic comedy,minutes:107,Portuguese
The Curse of Bridge Hollow,2022,Comedy,minutes:91,English
The School for Good and Evil,2022,Children's fantasy,minutes:148,English
The Stranger,2022,Thriller,minutes:117,English
20th Century Girl,2022,Romantic,minutes:121,Korean
Hellhole,2022,Horror,minutes:90,Polish
Robbing Mussolini,2022,Action comedy,minutes:90,Italian
The Good Nurse,2022,Drama,minutes:123,English
Beyond the Universe,2022,Romantic drama,minutes:127,Portuguese
All Quiet on the Western Front,2022,War drama,minutes:148,German
Cici,2022,Drama,minutes:151,Turkish
Wendell & Wild,2022,Stop motion fantasy horror comedy,minutes:106,English
Wild Is the Wind,2022,Crime drama,minutes:123,English
The Takeover,2022,Action  thriller,minutes:88,Dutch
The Soccer Football Movie,2022,Animation,minutes:73,English
Falling for Christmas,2022,Romantic comedy,minutes:95,English
Lost Bullet 2: Back for More,2022,Action,minutes:100,French
Don't Leave,2022,Drama,minutes:107,Turkish
"Monica, O My Darling",2022,Neo noir comedy thriller,minutes:130,Hindi
My Father's Dragon,2022,Animated fantasy adventure,minutes:103,English
The Lost Lotteries,2022,Comedy,minutes:106,Thai
The Wonder,2022,Psychological drama,minutes:109,English
Christmas with You,2022,Romantic comedy,minutes:90,English
Slumberland,2022,Fantasy adventure,minutes:120,English
Christmas on Mistletoe Farm,2022,Comedy,minutes:103,English
Lesson Plan,2022,Crime drama,minutes:99,Polish
The Swimmers,2022,Drama,minutes:135,English
Who's a Good Boy?,2022,Comedy,minutes:95,Spanish
The Noel Diary,2022,Drama,minutes:100,English
A Man of Action,2022,Biopic,minutes:111,Spanish
Christmas Full of Grace,2022,Romantic comedy,minutes:105,Portuguese
My Name Is Vendetta,2022,Thriller,minutes:90,Italian
Qala,2022,Drama,minutes:119,Hindi
Troll,2022,Monster,minutes:103,Norwegian
Lady Chatterley's Lover,2022,Romantic drama,minutes:127,English
Scrooge: A Christmas Carol,2022,Animation,minutes:101,English
Delivery by Christmas,2022,Romantic comedy,minutes:100,Polish
Burning Patience,2022,Drama,minutes:90,Spanish
The Marriage App,2022,Drama,minutes:101,Spanish
The Claus Family 3,2022,Fantasy,minutes:73,Dutch
Guillermo del Toro's Pinocchio,2022,Stop motion fantasy musical drama,minutes:116,English
I Believe in Santa,2022,Romantic comedy,minutes:90,English
The Big 4,2022,Action comedy,minutes:141,Indonesian
"Bardo, False Chronicle of a Handful of Truths",2022,Comedy,minutes:159,Spanish
Private Lesson,2022,Romantic comedy,minutes:89,Turkish
A Not So Merry Christmas,2022,Comedy,minutes:100,Spanish
Glass Onion: A Knives Out Mystery,2022,Murder mystery,minutes:139,English
A Night at the Kindergarten,2022,Black comedy,minutes:97,Polish
White Noise,2022,Black comedy,minutes:136,English
Three Songs for Benazir,2022,Documentary,minutes:22,Pashto
The Tinder Swindler,2022,Documentary,minutes:114,English
Downfall: The Case Against Boeing,2022,Documentary,minutes:89,English
11M: Terror in Madrid,2022,Documentary,minutes:92,Spanish
Surviving Paradise: A Family Tale,2022,Documentary,minutes:79,English
Broken Idol: The Undoing of Diomedes Díaz,2022,Documentary,minutes:102,Spanish
Trust No One: The Hunt for the Crypto King,2022,Documentary,minutes:90,English
Return to Space,2022,Documentary,minutes:128,English
White Hot: The Rise & Fall of Abercrombie & Fitch,2022,Documentary,minutes:88,English
The Mystery of Marilyn Monroe: The Unheard Tapes,2022,Documentary,minutes:101,English
Hold Your Breath: The Ice Dive,2022,Documentary,minutes:40,English
Our Father,2022,Documentary,minutes:97,English
Cyber Hell: Exposing an Internet Horror,2022,Documentary,minutes:105,Korean
The Photographer: Murder in Pinamar,2022,Documentary,minutes:106,Spanish
Gladbeck: The Hostage Crisis,2022,Documentary,minutes:91,German
Jennifer Lopez: Halftime,2022,Documentary,minutes:96,English
"Sing, Dance, Act: Kabuki featuring Toma Ikuta",2022,Documentary,minutes:87,Japanese
The Martha Mitchell Effect,2022,Documentary,minutes:40,English
Civil: Ben Crump,2022,Documentary,minutes:101,English
Girl in the Picture,2022,Documentary,minutes:102,English
My Daughter's Killer,2022,Documentary,minutes:84,French
Never Stop Dreaming: The Life and Legacy of Shimon Peres,2022,Documentary,minutes:129,English
Bank Robbers: The Last Great Heist,2022,Documentary,minutes:110,Spanish
Stay on Board: The Leo Baker Story,2022,Documentary,minutes:73,English
Inside the Mind of a Cat,2022,Documentary,minutes:67,English
Untold: The Rise and Fall of AND1,2022,Documentary,minutes:69,English
Running with the Devil: The Wild World of John McAfee,2022,Documentary,minutes:105,English
The Figo Affair: The Transfer that Changed Football,2022,Documentary,minutes:104,Spanish
Untold: Operation Flagrant Foul,2022,Documentary,minutes:77,English
Get Smart With Money,2022,Documentary,minutes:93,English
Untold: The Race of the Century,2022,Documentary,minutes:83,English
The Anthrax Attacks,2022,Documentary,minutes:95,English
Skandal! Bringing Down Wirecard,2022,Documentary,minutes:93,English
The Dreamlife of Georgie Stone,2022,Documentary,minutes:29,English
A Trip to Infinity,2022,Documentary,minutes:79,English
Into the Deep: The Submarine Murder Case,2022,Documentary,minutes:87,English
The Trapped 13: How We Survived The Thai Cave,2022,Documentary,minutes:103,Thai
The Joys and Sorrows of Young Yuguo,2022,Documentary,minutes:28,English
The Redeem Team,2022,Documentary,minutes:98,English
LiSA: Another Great Day,2022,Documentary,minutes:97,Japanese
Descendant,2022,Documentary,minutes:109,English
Fugitive: The Curious Case of Carlos Ghosn,2022,Documentary,minutes:95,English
Orgasm Inc: The Story of OneTaste,2022,Documentary,minutes:89,English
State of Alabama vs. Brittany Smith,2022,Documentary,minutes:40,English
Capturing the Killer Nurse,2022,Documentary,minutes:95,English
Is That Black Enough for You?!?,2022,Documentary,minutes:135,English
Stutz,2022,Documentary,minutes:96,English
In Her Hands,2022,Documentary,minutes:93,English
Racionais MC's: From the Streets of São Paulo,2022,Documentary,minutes:116,Portuguese
I Am Vanessa Guillen,2022,Documentary,minutes:96,English
Ghislaine Maxwell: Filthy Rich,2022,Documentary,minutes:101,English
The Last Dolphin King,2022,Documentary,minutes:94,Spanish
Take Your Pills: Xanax,2022,Documentary,minutes:90,English
The Masked Scammer,2022,Documentary,minutes:90,English
"""Sr.""",2022,Documentary,minutes:90,English
In Broad Daylight: The Narvarte Case,2022,Documentary,minutes:108,Spanish
The Elephant Whisperers,2022,Documentary,minutes:41,Tamil
Kangaroo Valley,2022,Documentary,minutes:76,English
The Volcano: Rescue from Whakaari,2022,Documentary,minutes:98,English
The House,2022,Stop motion  dark comedy,minutes:97,English
Adam by Eve: A Live in Animation,2022,Animation  concert film,minutes:58,Japanese
Celeb Five: Behind the Curtain,2022,Docu comedy,minutes:55,Korean
Oprah + Viola: A Netflix Special Event,2022,Interview,minutes:48,English
Dirty Daddy: The Bob Saget Tribute,2022,Interview,minutes:83,English
Dave Chappelle: What's In a Name?,2022,Speech,minutes:39,English
Ivy + Bean,2022,Family,minutes:57,English
Ivy + Bean: Doomed to Dance,2022,Family,minutes:56,English
Ivy + Bean: The Ghost That Had to Go,2022,Family,minutes:61,English
Entergalactic,2022,Musical drama,minutes:92,English
Barbie Epic Road Trip,2022,Animation  interactive fiction,minutes:36,English
Making ATHENA,2022,Making of,minutes:37,French
Guillermo del Toro's Pinocchio: Handcarved Cinema,2022,Making of,minutes:30,English
The Seven Deadly Sins: Grudge of Edinburgh Part 1,2022,Anime,minutes:52,Japanese
Stuck with You,2022,Romantic comedy,minutes:59,French
Behind the Scenes with Jane Campion,2022,Making of,minutes:17,English
Erax,2022,Fantasy,minutes:15,English
Forgive Us Our Trespasses,2022,Drama,minutes:14,English
Heart Shot,2022,Thriller,minutes:19,English
Cat Burglar,2022,Animation  interactive fiction,minutes:12,English
Nightmare of the Wolf Bestiary,2022,Clipshow,minutes:11,English
Triviaverse,2022,Interactive fiction  quiz show,minutes:6,English
The Pale Blue Eye,2023,Historical thriller drama,minutes:130,English
Noise,2023,Drama,minutes:105,Spanish
Dog Gone,2023,Family drama,minutes:95,English
Disconnect: The Wedding Planner,2023,Romantic comedy,minutes:107,English
Alkhallat+,2023,Satirical thriller,minutes:117,Arabic
Jung E,2023,Sci fi action  adventure,minutes:99,Korean
Mission Majnu,2023,Spy thriller,minutes:129,Hindi
The Price of Family,2023,Comedy,minutes:90,Italian
You People,2023,Comedy,minutes:118,English
True Spirit,2023,Biopic,minutes:109,English
Infiesto,2023,Thriller,minutes:96,Spanish
Dear David,2023,Coming of age romantic drama,minutes:118,Indonesian
Your Place or Mine,2023,Romantic comedy,minutes:111,English
Squared Love All Over Again,2023,Romantic comedy,minutes:100,Polish
All the Places,2023,Comedy drama,minutes:97,Spanish
Unlocked,2023,Thriller,minutes:117,Korean
The Strays,2023,Drama,minutes:97,English
Call Me Chihiro,2023,Drama,minutes:131,Japanese
We Have a Ghost,2023,Family adventure,minutes:127,English
Tonight You're Sleeping with Me,2023,Romantic drama,minutes:93,Polish
10 Days of a Good Man,2023,Drama,minutes:124,Turkish
Love at First Kiss,2023,Romantic comedy,minutes:96,Spanish
